Date,Indicator,Value,Year,Classification,Category,Region,Consumption (GWh)
2016-06,Central region - Average - (GW),16,2016,Energy sales,Sum by regions,Sum by category,158926
2016-07,Eastern region - Average (GW),16.7,2016,Energy sales,Residential,Eastern,16982
2016-07,Central region - Minimum - (GW),11.8,2016,Energy sales,Industrial,Southern,108
2016-07,Southern region - Maximum - (GW),5.8,2016,Energy sales,Sum by regions,Southern,12340
2016-08,Western region - Average - (GW),13.9,2016,Energy sales,Residential,Central,28929
2016-09,Western region - Minimum - (GW),10.2,2016,Energy sales,Residential,Western,34001
2016-09,Central region - Average - (GW),14.7,2016,Energy sales,Sum by regions,Sum by category,225511
2016-10,Western region - Minimum - (GW),8.8,2016,Energy sales,Residential,Central,39580
2016-10,Western region - Maximum - (GW),14.3,2016,Energy sales,Residential,Sum by category,120652
2016-10,Western region - Average - (GW),11.5,2016,Energy sales,Government,Southern,2553
2016-10,Central region - Minimum - (GW),7.6,2016,Energy sales,Others,Eastern,2165
2016-10,Southern region - Maximum - (GW),4.9,2016,Energy sales,Others,Western,4027
2016-10,Southern region - Average - (GW),3.9,2016,Energy sales,Sum by regions,Central,72973
2016-11,Eastern region - Average (GW),12.1,2016,Energy sales,Sum by regions,Southern,20524
2016-11,Western region - Minimum - (GW),6.5,2016,Energy sales,Sum by regions,Western,79388
2016-11,Central region - Minimum - (GW),5.5,2016,Energy sales,Residential,Central,39580
2016-11,Central region - Maximum - (GW),11.5,2016,Energy sales,Residential,Eastern,23230
2016-11,Southern region - Minimum - (GW),2.4,2016,Energy sales,Industrial,Eastern,38140
2016-12,Central region - Minimum - (GW),5.6,2016,Energy sales,Others,Western,4278
2017-01,Eastern region - Average (GW),10.9,2017,Energy sales,Sum by regions,Central,74282
2017-01,Southern region - Minimum - (GW),2.5,2017,Energy sales,Residential,Western,47928
2017-02,Eastern region - Minimum (GW),9.3,2017,Energy sales,Commercial,Western,16428
2017-03,Eastern region - Average (GW),11,2017,Energy sales,Commercial,Sum by category,42036
2017-03,Western region - Minimum - (GW),6.2,2017,Energy sales,Government,Western,8084
2017-03,Western region - Maximum - (GW),10.8,2017,Energy sales,Others,Central,6594
2017-03,Southern region - Maximum - (GW),4.6,2017,Energy sales,Others,Eastern,2323
2017-04,Eastern region - Minimum (GW),10.5,2017,Energy sales,Others,Sum by category,14939
2017-05,Eastern region - Average (GW),15,2017,Energy sales,Sum by regions,Sum by category,278236
2017-05,Western region - Minimum - (GW),9.6,2017,Energy sales,Residential,Central,48496
2017-05,Central region - Minimum - (GW),10.6,2017,Energy sales,Residential,Southern,16683
2017-05,Central region - Average - (GW),15.3,2017,Energy sales,Commercial,Western,18005
2017-05,Southern region - Maximum - (GW),5.4,2017,Energy sales,Commercial,Sum by category,48183
2017-06,Eastern region - Minimum (GW),14,2017,Energy sales,Government,Southern,3911
2017-06,Western region - Average - (GW),14.1,2017,Energy sales,Government,Western,8808
2017-06,Southern region - Minimum - (GW),4,2017,Energy sales,Government,Sum by category,33066
2017-07,Southern region - Minimum - (GW),4,2017,Energy sales,Industrial,Southern,798
2017-08,Eastern region - Maximum (GW),18.9,2017,Energy sales,Others,Eastern,2669
2017-08,Eastern region - Average (GW),17.5,2017,Energy sales,Residential,Eastern,26926
2017-08,Western region - Minimum - (GW),12.7,2017,Energy sales,Commercial,Central,17297
2017-08,Central region - Minimum - (GW),13.9,2017,Energy sales,Commercial,Eastern,9155
2017-08,Southern region - Maximum - (GW),5.6,2017,Energy sales,Commercial,Western,18103
2017-09,Southern region - Average - (GW),4.7,2017,Energy sales,Government,Eastern,8650
2017-11,Western region - Minimum - (GW),6.1,2017,Energy sales,Government,Southern,3975
2017-11,Central region - Average - (GW),8.5,2017,Energy sales,Industrial,Western,13222
2017-11,Southern region - Maximum - (GW),4.4,2017,Energy sales,Others,Southern,1606
2017-12,Southern region - Minimum - (GW),2.1,2017,Energy sales,Sum by regions,Central,90286
2018-01,Western region - Maximum - (GW),9.4,2018,Energy sales,Commercial,Western,18034
2018-02,Eastern region - Average (GW),10.9,2018,Energy sales,Others,Central,7777
2018-02,Western region - Maximum - (GW),9.4,2018,Energy sales,Others,Western,5875
2018-02,Central region - Minimum - (GW),6.5,2018,Energy sales,Sum by regions,Sum by category,298438
2018-03,Eastern region - Average (GW),11,2018,Energy sales,Commercial,Central,16356
2018-03,Southern region - Minimum - (GW),2.6,2018,Energy sales,Government,Eastern,9967
2018-04,Western region - Average - (GW),11,2018,Energy sales,Government,Sum by category,43819
2018-04,Central region - Minimum - (GW),7.2,2018,Energy sales,Industrial,Western,14299
2018-04,Central region - Maximum - (GW),14.9,2018,Energy sales,Residential,Central,42065
2018-05,Western region - Average - (GW),12.8,2018,Energy sales,Government,Southern,5122
2018-05,Central region - Minimum - (GW),10.6,2018,Energy sales,Government,Sum by category,37753
2018-05,Central region - Maximum - (GW),19.4,2018,Energy sales,Industrial,Central,6939
2018-05,Southern region - Minimum - (GW),3.1,2018,Energy sales,Industrial,Sum by category,49436
2018-07,Central region - Average - (GW),17.9,2018,Energy sales,Others,Western,4637
2018-08,Western region - Maximum - (GW),17.1,2018,Energy sales,Others,Sum by category,17528
2018-08,Southern region - Maximum - (GW),5.6,2018,Customers numbers,Residential,Sum by category,3906914
2018-09,Southern region - Maximum - (GW),5.4,2018,Customers numbers,Commercial,Central,235213
2018-10,Eastern region - Minimum (GW),12.7,2018,Customers numbers,Industrial,Sum by category,6229
2018-10,Eastern region - Maximum (GW),17,2018,Customers numbers,Others,Sum by category,124403
2018-11,Western region - Minimum - (GW),6.1,2018,Customers numbers,Sum by regions,Western,1932855
2018-11,Central region - Average - (GW),8.5,2018,Customers numbers,Residential,Central,1264776
2018-12,Eastern region - Average (GW),11.1,2018,Customers numbers,Residential,Western,1728455
2018-12,Central region - Minimum - (GW),6.2,2018,Customers numbers,Commercial,Western,220995
2019-01,Southern region - Maximum - (GW),4,2019,Customers numbers,Government,Eastern,16260
2019-02,Southern region - Maximum - (GW),4.2,2019,Customers numbers,Others,Eastern,25442
2019-03,Central region - Average - (GW),8,2019,Customers numbers,Government,Sum by category,113031
2019-04,Eastern region - Maximum (GW),14.3,2019,Customers numbers,Industrial,Sum by category,7052
2019-04,Western region - Maximum - (GW),12.4,2019,Customers numbers,Commercial,Sum by category,759180
2019-04,Central region - Minimum - (GW),6.6,2019,Customers numbers,Government,Western,43435
2019-04,Central region - Maximum - (GW),12.3,2019,Customers numbers,Industrial,Eastern,2103
2019-04,Southern region - Maximum - (GW),5,2019,Customers numbers,Industrial,Southern,253
2019-05,Eastern region - Minimum (GW),12.6,2019,Customers numbers,Sum by regions,Southern,754776
2019-05,Eastern region - Average (GW),14.9,2019,Customers numbers,Residential,Western,1949607
2019-06,Western region - Average - (GW),13.7,2019,Customers numbers,Commercial,Southern,72799
2019-06,Central region - Minimum - (GW),12.4,2019,Customers numbers,Others,Eastern,29290
2019-07,Central region - Maximum - (GW),19.6,2019,Customers numbers,Sum by regions,Central,1893510
2019-07,Southern region - Maximum - (GW),5.8,2019,Customers numbers,Residential,Sum by category,5033955
2019-08,Eastern region - Minimum (GW),14.1,2019,Customers numbers,Government,Central,37768
2019-08,Western region - Minimum - (GW),10.8,2019,Customers numbers,Government,Southern,21547
2019-08,Western region - Average - (GW),14.2,2019,Customers numbers,Industrial,Southern,261
2019-08,Southern region - Minimum - (GW),3.5,2019,Customers numbers,Industrial,Western,2596
2019-09,Southern region - Average - (GW),4.9,2019,Customers numbers,Sum by regions,Western,2380474
2019-10,Eastern region - Average (GW),15.2,2019,Customers numbers,Others,Western,37542
2019-10,Southern region - Maximum - (GW),5.1,2019,Customers numbers,Others,Sum by category,165843
2009-01,Eastern region - Average (GW),7.2,2009,Customers numbers,Residential,Central,1766258
2009-01,Western region - Minimum - (GW),3.8,2009,Customers numbers,Government,Central,43856
2009-01,Central region - Maximum - (GW),6.9,2009,Customers numbers,Government,Sum by category,133383
2009-02,Eastern region - Maximum (GW),8.5,2009,Customers numbers,Industrial,Western,2828
2009-02,Western region - Minimum - (GW),3.7,2009,Customers numbers,Others,Sum by category,175308
2009-02,Central region - Minimum - (GW),3.8,2009,Customers numbers,Government,Central,46838
2009-02,Central region - Average - (GW),5.1,2009,Customers numbers,Industrial,Central,3368
2009-02,Southern region - Minimum - (GW),1.4,2009,Customers numbers,Others,Central,81645
2009-03,Southern region - Minimum - (GW),0.9,2009,Customers numbers,Government,Central,45034
2009-04,Western region - Average - (GW),7.9,2009,Customers numbers,Commercial,Southern,154228
2009-04,Central region - Maximum - (GW),9.2,2009,Customers numbers,Industrial,Western,3887
2009-05,Eastern region - Minimum (GW),8.2,2009,Customers numbers,Residential,Southern,1189371
2009-05,Eastern region - Maximum (GW),11.8,2009,Customers numbers,Industrial,Eastern,3074
2009-05,Central region - Minimum - (GW),5.3,2009,Customers numbers,Others,Eastern,40413
2009-05,Central region - Maximum - (GW),12.6,2009,Energy sales,Industrial,Sum by category,36853
2009-05,Southern region - Average - (GW),2.6,2009,Energy sales,Government,Southern,1307
2009-06,Western region - Minimum - (GW),8.3,2009,Energy sales,Government,Sum by category,18189
2009-06,Southern region - Maximum - (GW),3.3,2009,Energy sales,Industrial,Central,3269
2009-07,Western region - Average - (GW),10.5,2009,Energy sales,Commercial,Eastern,4707
2009-07,Central region - Average - (GW),11.2,2009,Energy sales,Commercial,Western,6713
2009-07,Southern region - Maximum - (GW),3.1,2009,Energy sales,Industrial,Sum by category,33876
2009-07,Southern region - Average - (GW),2.7,2009,Energy sales,Residential,Western,36286
2009-08,Eastern region - Minimum (GW),10.8,2009,Energy sales,Government,Southern,1486
2009-08,Western region - Average - (GW),11.4,2009,Energy sales,Government,Sum by category,20660
2009-08,Central region - Minimum - (GW),9.5,2009,Energy sales,Others,Eastern,1786
2009-08,Central region - Average - (GW),11.5,2009,Energy sales,Others,Southern,708
2009-09,Western region - Maximum - (GW),12.3,2009,Energy sales,Sum by regions,Eastern,55648
2009-09,Southern region - Minimum - (GW),1.6,2009,Energy sales,Sum by regions,Southern,14000
2009-10,Eastern region - Minimum (GW),8.1,2009,Energy sales,Residential,Eastern,19402
2009-10,Western region - Maximum - (GW),11.4,2009,Energy sales,Government,Southern,1702
2009-10,Western region - Average - (GW),9.2,2009,Energy sales,Industrial,Southern,271
2009-10,Southern region - Average - (GW),2.3,2009,Energy sales,Others,Eastern,1830
2009-11,Eastern region - Minimum (GW),6.9,2009,Energy sales,Sum by regions,Eastern,59809
2009-11,Central region - Minimum - (GW),3.6,2009,Energy sales,Industrial,Western,8965
2009-12,Eastern region - Minimum (GW),6.7,2009,Energy sales,Others,Central,5296
2009-12,Southern region - Average - (GW),2,2009,Energy sales,Sum by regions,Eastern,65803
2010-01,Eastern region - Maximum (GW),8.2,2010,Energy sales,Sum by regions,Southern,17604
2010-01,Central region - Minimum - (GW),3.9,2010,Energy sales,Residential,Western,39099
2010-01,Central region - Average - (GW),5.2,2010,Energy sales,Commercial,Central,11503
2010-01,Southern region - Maximum - (GW),2.4,2010,Energy sales,Commercial,Southern,2711
2010-02,Western region - Minimum - (GW),3.7,2010,Energy sales,Industrial,Southern,167
2010-02,Southern region - Maximum - (GW),2.3,2010,Energy sales,Commercial,Southern,3128
2010-03,Western region - Average - (GW),6.5,2010,Energy sales,Government,Eastern,6939
2010-04,Eastern region - Maximum (GW),10.1,2010,Energy sales,Industrial,Western,10272
2010-04,Eastern region - Average (GW),8.9,2010,Customers numbers,Government,Eastern,15052
2010-04,Western region - Average - (GW),7.9,2010,Customers numbers,Others,Central,56063
2010-05,Western region - Maximum - (GW),11.8,2010,Customers numbers,Sum by regions,Western,1840219
2010-05,Southern region - Average - (GW),2.6,2010,Customers numbers,Residential,Eastern,685358
2010-06,Central region - Maximum - (GW),14,2010,Customers numbers,Government,Sum by category,105311
2010-06,Southern region - Maximum - (GW),3.3,2010,Customers numbers,Residential,Western,1795229
2010-07,Eastern region - Average (GW),11.7,2010,Customers numbers,Government,Eastern,17078
2010-08,Western region - Maximum - (GW),13.2,2010,Customers numbers,Industrial,Western,2461
2010-08,Central region - Minimum - (GW),9.5,2010,Customers numbers,Sum by regions,Eastern,930784
2010-09,Central region - Minimum - (GW),7.2,2010,Customers numbers,Others,Southern,18506
2010-09,Central region - Average - (GW),10,2010,Customers numbers,Government,Eastern,19430
2010-09,Southern region - Minimum - (GW),1.6,2010,Customers numbers,Industrial,Western,2570
2010-09,Southern region - Average - (GW),2.7,2010,Customers numbers,Sum by regions,Southern,801659
2010-10,Eastern region - Maximum (GW),11.9,2010,Customers numbers,Commercial,Eastern,206482
2010-10,Central region - Average - (GW),8.1,2010,Customers numbers,Government,Eastern,21389
2010-11,Eastern region - Maximum (GW),9.9,2010,Customers numbers,Others,Southern,22020
2010-11,Western region - Minimum - (GW),4.7,2010,Customers numbers,Sum by regions,Sum by category,6355906
2010-11,Western region - Average - (GW),7.6,2010,Customers numbers,Residential,Western,2591459
2010-12,Western region - Minimum - (GW),3.4,2010,Customers numbers,Government,Eastern,26009
2011-01,Eastern region - Average (GW),7.9,2011,Customers numbers,Industrial,Central,3750
2011-01,Central region - Maximum - (GW),4.2,2011,Customers numbers,Sum by regions,Western,3232445
2011-02,Eastern region - Minimum (GW),6.9,2011,Customers numbers,Others,Eastern,39547
2011-02,Eastern region - Average (GW),7.8,2011,Energy sales,Sum by regions,Eastern,73728
2011-02,Western region - Minimum - (GW),3.8,2011,Energy sales,Commercial,Central,12612
2011-02,Western region - Maximum - (GW),7.4,2011,Energy sales,Government,Central,10376
2011-02,Western region - Average - (GW),5.7,2011,Energy sales,Government,Western,7409
2011-03,Southern region - Average - (GW),2.1,2011,Energy sales,Industrial,Southern,686
2011-04,Western region - Maximum - (GW),10.1,2011,Energy sales,Others,Eastern,2130
2011-05,Central region - Minimum - (GW),13.3,2011,Energy sales,Residential,Central,44155
2011-05,Southern region - Minimum - (GW),1.6,2011,Energy sales,Government,Central,11766
2011-05,Southern region - Maximum - (GW),3.3,2011,Energy sales,Industrial,Central,5768
2011-05,Southern region - Average - (GW),2.8,2011,Energy sales,Others,Western,4583
2011-06,Western region - Maximum - (GW),12.3,2011,Energy sales,Sum by regions,Southern,25560
2011-06,Central region - Maximum - (GW),9.3,2011,Energy sales,Government,Eastern,9049
2011-06,Southern region - Minimum - (GW),2.4,2011,Energy sales,Others,Central,7484
2011-06,Southern region - Maximum - (GW),3.6,2011,Energy sales,Others,Western,5279
2011-07,Eastern region - Maximum (GW),13.6,2011,Energy sales,Others,Sum by category,16995
2011-07,Western region - Minimum - (GW),8.5,2011,Energy sales,Sum by regions,Central,90211
2011-07,Central region - Average - (GW),11.9,2011,Energy sales,Sum by regions,Western,95831
2011-08,Western region - Minimum - (GW),9.1,2011,Energy sales,Residential,Southern,17267
2011-08,Central region - Maximum - (GW),8.2,2011,Energy sales,Commercial,Southern,4343
2011-08,Central region - Average - (GW),12.1,2011,Energy sales,Others,Central,7717
2011-09,Eastern region - Minimum (GW),9.9,2011,Energy sales,Sum by regions,Southern,27948
2011-09,Eastern region - Average (GW),11.7,2011,Energy sales,Sum by regions,Western,97774
2011-09,Central region - Maximum - (GW),8.6,2011,Energy sales,Residential,Sum by category,143473
2011-10,Western region - Minimum - (GW),6.6,2011,Energy sales,Commercial,Eastern,9623
2011-10,Central region - Minimum - (GW),12.1,2011,Energy sales,Commercial,Southern,4461
2011-10,Southern region - Average - (GW),2.6,2011,Energy sales,Government,Eastern,7550
2011-11,Eastern region - Maximum (GW),10.2,2011,Customers numbers,Residential,Southern,533360
2011-11,Eastern region - Average (GW),8.4,2011,Customers numbers,Commercial,Eastern,142566
2011-11,Central region - Average - (GW),5.8,2011,Customers numbers,Commercial,Southern,33882
2011-12,Eastern region - Maximum (GW),9.4,2011,Customers numbers,Government,Sum by category,97167
2011-12,Eastern region - Average (GW),8.2,2011,Customers numbers,Sum by regions,Sum by category,4739843
2011-12,Central region - Maximum - (GW),4.8,2011,Customers numbers,Residential,Eastern,654027
2011-12,Southern region - Maximum - (GW),2.8,2011,Customers numbers,Residential,Southern,564223
2012-01,Eastern region - Minimum (GW),4.6,2012,Customers numbers,Residential,Western,1654530
2012-01,Western region - Maximum - (GW),7.3,2012,Customers numbers,Commercial,Sum by category,642876
2012-01,Central region - Minimum - (GW),5.9,2012,Customers numbers,Government,Southern,15041
2012-02,Central region - Average - (GW),7.7,2012,Customers numbers,Industrial,Sum by category,6349
2012-02,Southern region - Average - (GW),2.2,2012,Customers numbers,Others,Central,58728
2012-03,Eastern region - Average (GW),5.9,2012,Customers numbers,Others,Eastern,24147
2012-03,Central region - Maximum - (GW),9,2012,Customers numbers,Sum by regions,Eastern,844821
2012-03,Southern region - Maximum - (GW),2.9,2012,Customers numbers,Commercial,Central,266132
2012-04,Central region - Maximum - (GW),11.3,2012,Customers numbers,Commercial,Eastern,156718
2012-05,Eastern region - Maximum (GW),14.4,2012,Customers numbers,Government,Western,39174
2012-05,Southern region - Minimum - (GW),2.3,2012,Customers numbers,Industrial,Sum by category,6775
2012-05,Southern region - Maximum - (GW),3.7,2012,Customers numbers,Sum by regions,Central,1628357
2012-06,Eastern region - Minimum (GW),10.2,2012,Customers numbers,Sum by regions,Eastern,885785
2012-06,Eastern region - Average (GW),12.5,2012,Customers numbers,Residential,Southern,630653
2012-06,Central region - Average - (GW),12,2012,Customers numbers,Commercial,Central,279905
2012-07,Eastern region - Average (GW),13.4,2012,Customers numbers,Commercial,Eastern,164074
2012-07,Southern region - Average - (GW),3.4,2012,Customers numbers,Commercial,Southern,38959
2012-08,Eastern region - Minimum (GW),9.3,2012,Customers numbers,Commercial,Sum by category,711571
2012-08,Western region - Maximum - (GW),14,2012,Customers numbers,Sum by regions,Central,1702487
2012-08,Southern region - Average - (GW),3.4,2012,Customers numbers,Sum by regions,Sum by category,5434698
2012-09,Eastern region - Maximum (GW),15.4,2012,Customers numbers,Government,Southern,18344
2012-09,Western region - Minimum - (GW),7.6,2012,Customers numbers,Government,Sum by category,120393
2012-09,Central region - Minimum - (GW),9.7,2012,Customers numbers,Industrial,Central,2483
2012-10,Eastern region - Minimum (GW),5.7,2012,Customers numbers,Others,Central,64705
2012-10,Southern region - Minimum - (GW),2.1,2012,Customers numbers,Sum by regions,Eastern,985377
2012-10,Southern region - Maximum - (GW),3.5,2012,Customers numbers,Sum by regions,Sum by category,5716173
2012-11,Eastern region - Minimum (GW),4.4,2012,Customers numbers,Residential,Eastern,803205
2012-11,Eastern region - Maximum (GW),8.7,2012,Customers numbers,Government,Central,37800
2012-11,Western region - Average - (GW),8.1,2012,Customers numbers,Government,Sum by category,121054
2012-12,Eastern region - Minimum (GW),4.5,2012,Customers numbers,Industrial,Southern,232
2013-01,Western region - Minimum - (GW),3.7,2013,Customers numbers,Others,Central,66759
2013-01,Central region - Maximum - (GW),9.4,2013,Customers numbers,Others,Sum by category,148821
2013-01,Central region - Average - (GW),6.6,2013,Customers numbers,Sum by regions,Western,2273847
2013-02,Eastern region - Average (GW),8.2,2013,Customers numbers,Residential,Central,1548171
2013-02,Western region - Minimum - (GW),4,2013,Customers numbers,Commercial,Sum by category,1036935
2013-02,Western region - Average - (GW),6.8,2013,Customers numbers,Industrial,Central,2725
2013-03,Eastern region - Minimum (GW),7.3,2013,Customers numbers,Others,Eastern,30803
2013-03,Eastern region - Average (GW),8.8,2013,Customers numbers,Others,Western,35198
2013-03,Western region - Minimum - (GW),5.6,2013,Customers numbers,Others,Sum by category,157326
2013-03,Central region - Maximum - (GW),9.1,2013,Customers numbers,Residential,Central,1648082
2013-04,Western region - Maximum - (GW),10.9,2013,Customers numbers,Sum by regions,Sum by category,6746646
2013-04,Central region - Minimum - (GW),5.1,2013,Customers numbers,Government,Western,41495
2013-04,Southern region - Minimum - (GW),2.3,2013,Customers numbers,Others,Southern,23451
2013-04,Southern region - Average - (GW),3.1,2013,Customers numbers,Sum by regions,Central,2297006
2013-05,Eastern region - Average (GW),11.6,2013,Customers numbers,Sum by regions,Eastern,1272524
2013-05,Southern region - Average - (GW),3.4,2013,Customers numbers,Sum by regions,Southern,975792
2013-06,Southern region - Minimum - (GW),2.9,2013,Customers numbers,Residential,Sum by category,5947613
2013-07,Eastern region - Maximum (GW),15.3,2013,Customers numbers,Commercial,Eastern,246559
2013-08,Eastern region - Maximum (GW),14.9,2013,Customers numbers,Government,Sum by category,143810
2013-08,Central region - Minimum - (GW),9.9,2013,Customers numbers,Industrial,Sum by category,9340
2013-09,Eastern region - Minimum (GW),10.4,2013,Customers numbers,Commercial,Sum by category,1323787
2013-09,Western region - Minimum - (GW),9.5,2013,Customers numbers,Government,Eastern,24575
2013-09,Central region - Maximum - (GW),16.5,2013,Customers numbers,Industrial,Central,3347
2013-10,Western region - Minimum - (GW),7.3,2013,Customers numbers,Industrial,Eastern,2557
2013-11,Eastern region - Maximum (GW),11.8,2013,Customers numbers,Commercial,Central,542036
2013-11,Southern region - Maximum - (GW),3.5,2013,Customers numbers,Government,Central,47022
2013-12,Eastern region - Maximum (GW),10.8,2013,Customers numbers,Industrial,Southern,452
2013-12,Eastern region - Average (GW),9.3,2013,Customers numbers,Others,Western,50913
2013-12,Western region - Average - (GW),6.6,2013,Customers numbers,Others,Sum by category,209682
2013-12,Central region - Average - (GW),7.3,2013,Customers numbers,Sum by regions,Central,2795226
2013-12,Southern region - Average - (GW),2.7,2013,Customers numbers,Sum by regions,Southern,1203944
2014-04,Western region - Maximum - (GW),13.1,2014,Customers numbers,Residential,Eastern,1249881
2014-04,Central region - Average - (GW),10,2014,Customers numbers,Government,Southern,34939
2014-05,Eastern region - Maximum (GW),16.2,2014,Customers numbers,Industrial,Eastern,2858
2014-05,Southern region - Maximum - (GW),4.4,2014,Customers numbers,Industrial,Sum by category,10783
2014-06,Eastern region - Minimum (GW),12.6,2014,Customers numbers,Others,Central,94724
2014-06,Eastern region - Average (GW),14.7,2014,Customers numbers,Residential,Sum by category,7420818
2014-06,Western region - Maximum - (GW),15.1,2014,Customers numbers,Industrial,Central,3941
2014-07,Western region - Minimum - (GW),10.6,2014,Customers numbers,Sum by regions,Eastern,1681458
2014-07,Central region - Maximum - (GW),17.4,2014,Customers numbers,Residential,Eastern,1349150
2014-08,Western region - Average - (GW),12.9,2014,Customers numbers,Commercial,Southern,177704
2014-08,Central region - Minimum - (GW),11.7,2014,Customers numbers,Government,Central,49050
2014-09,Central region - Maximum - (GW),17.6,2014,Customers numbers,Industrial,Western,3909
2014-09,Central region - Average - (GW),13.9,2014,Customers numbers,Industrial,Sum by category,11819
2014-10,Eastern region - Minimum (GW),11.1,2014,Customers numbers,Sum by regions,Southern,1438077
2014-10,Eastern region - Maximum (GW),15.3,2014,Energy sales,Residential,Western,30071
2015-01,Western region - Minimum - (GW),4.4,2015,Energy sales,Residential,Sum by category,78588
2015-01,Western region - Maximum - (GW),8.8,2015,Energy sales,Others,Southern,687
2015-02,Eastern region - Average (GW),10.6,2015,Energy sales,Others,Western,4396
2015-02,Central region - Average - (GW),7.2,2015,Energy sales,Others,Sum by category,10992
2015-02,Southern region - Minimum - (GW),2.4,2015,Energy sales,Residential,Southern,9248
2015-06,Western region - Minimum - (GW),10.3,2015,Energy sales,Government,Western,4909
2015-06,Central region - Maximum - (GW),18.3,2015,Energy sales,Others,Eastern,1518
2015-08,Western region - Minimum - (GW),11.1,2015,Energy sales,Others,Sum by category,11539
2015-09,Southern region - Minimum - (GW),3.2,2015,Energy sales,Sum by regions,Central,48504
2015-09,Southern region - Average - (GW),4.2,2015,Energy sales,Sum by regions,Eastern,54690
2015-11,Central region - Minimum - (GW),5.4,2015,Energy sales,Sum by regions,Sum by category,168860
2015-11,Central region - Maximum - (GW),11.3,2015,Energy sales,Residential,Southern,9953
2015-12,Eastern region - Average (GW),13.4,2015,Energy sales,Government,Western,5831
2019-11,Western region - Minimum - (GW),7,2019,Energy sales,Others,Sum by category,11421
2019-11,Western region - Average - (GW),9.5,2019,Energy sales,Sum by regions,Southern,13021
2019-11,Central region - Minimum - (GW),6.1,2019,Energy sales,Sum by regions,Western,57189
2019-11,Southern region - Minimum - (GW),2.8,2019,Energy sales,Commercial,Central,7585
2012-08,Western region - Average - (GW),11.9,2012,Customers numbers,Industrial,Central,2091
2014-01,Central region - Average - (GW),7.5,2014,Customers numbers,Industrial,Eastern,1829
2014-04,Southern region - Minimum - (GW),2.4,2014,Customers numbers,Others,Western,25384
2014-05,Eastern region - Minimum (GW),10.9,2014,Customers numbers,Others,Sum by category,118346
2014-09,Southern region - Maximum - (GW),4.5,2014,Customers numbers,Sum by regions,Western,2019335
2016-04,Southern region - Minimum - (GW),2.6,2016,Customers numbers,Residential,Central,1319726
2016-05,Eastern region - Maximum (GW),17.2,2016,Customers numbers,Residential,Sum by category,4466528
2016-06,Eastern region - Average (GW),16.4,2016,Customers numbers,Government,Central,37715
2016-06,Western region - Maximum - (GW),16.2,2016,Customers numbers,Government,Southern,16996
2016-07,Southern region - Minimum - (GW),3.4,2016,Customers numbers,Industrial,Central,2374
2016-08,Western region - Minimum - (GW),11.5,2016,Customers numbers,Industrial,Southern,254
2016-08,Southern region - Maximum - (GW),4.9,2016,Customers numbers,Others,Central,62767
2016-09,Central region - Minimum - (GW),10.7,2016,Customers numbers,Others,Sum by category,136516
2016-10,Central region - Maximum - (GW),13.1,2016,Customers numbers,Sum by regions,Western,2097287
2016-12,Eastern region - Maximum (GW),12.9,2016,Customers numbers,Residential,Southern,675206
2017-02,Eastern region - Maximum (GW),12.4,2017,Customers numbers,Residential,Western,1867493
2017-02,Western region - Minimum - (GW),4.7,2017,Customers numbers,Commercial,Central,305053
2017-02,Southern region - Average - (GW),3.2,2017,Customers numbers,Commercial,Eastern,174167
2017-03,Southern region - Minimum - (GW),2.6,2017,Customers numbers,Industrial,Sum by category,7386
2017-03,Southern region - Average - (GW),3.7,2017,Customers numbers,Others,Sum by category,143324
2017-04,Central region - Average - (GW),11.5,2017,Customers numbers,Residential,Sum by category,4902846
2017-04,Southern region - Average - (GW),4.1,2017,Customers numbers,Commercial,Central,326095
2017-05,Central region - Maximum - (GW),19.4,2017,Customers numbers,Commercial,Western,243884
2017-06,Central region - Average - (GW),16.4,2017,Customers numbers,Others,Southern,19507
2017-07,Central region - Maximum - (GW),20.2,2017,Customers numbers,Sum by regions,Sum by category,6012265
2017-09,Western region - Maximum - (GW),16.5,2017,Customers numbers,Residential,Western,1922978
2017-09,Central region - Maximum - (GW),18.3,2017,Customers numbers,Commercial,Western,380471
2017-10,Eastern region - Average (GW),14.8,2017,Customers numbers,Government,Western,39231
2017-10,Western region - Maximum - (GW),14.5,2017,Customers numbers,Industrial,Sum by category,7755
2017-11,Eastern region - Minimum (GW),10.2,2017,Customers numbers,Sum by regions,Central,2009211
2017-11,Southern region - Minimum - (GW),2.7,2017,Customers numbers,Sum by regions,Eastern,1114563
2017-12,Western region - Minimum - (GW),6.1,2017,Customers numbers,Residential,Western,2177749
2017-12,Western region - Maximum - (GW),9.7,2017,Customers numbers,Commercial,Central,475249
2018-01,Western region - Minimum - (GW),5.5,2018,Customers numbers,Commercial,Southern,137379
2018-01,Central region - Average - (GW),8.1,2018,Customers numbers,Government,Southern,29767
2018-01,Southern region - Average - (GW),3.2,2018,Customers numbers,Government,Western,44170
2018-02,Southern region - Minimum - (GW),2.4,2018,Customers numbers,Industrial,Eastern,2530
2018-04,Eastern region - Minimum (GW),10.5,2018,Customers numbers,Others,Southern,25854
2018-04,Eastern region - Maximum (GW),14.9,2018,Customers numbers,Others,Western,45358
2018-05,Eastern region - Average (GW),15,2018,Customers numbers,Sum by regions,Eastern,1356323
2018-07,Eastern region - Average (GW),17.2,2018,Customers numbers,Residential,Eastern,1134062
2018-07,Western region - Maximum - (GW),16.3,2018,Customers numbers,Commercial,Central,502283
